Shepard's  Appellate History	{"additionalLinks": null, "summary": "The  Appellate History categories are presented in an \"outline\" format, where indentations are used to identify the direct relationships between the listed cases."}
Sources for Formats	{"additionalLinks": null, "summary": "This table lists the sources for the formats you can select from when copying a document citation to your clipboard from a full document, using the Copy Citation feature."}
What is the difference between "Unpublished" and "Unreported" cases?	{"additionalLinks": null, "summary": "Although some people may use these two terms interchangeably,  case law group views them as different types of cases.An unpublished case is one where:An unreported case has not been published in a hard copy reporter series (like the West Regional and Federal Reporters \u2013 F.3d, N.E.2d, etc.)."}
Updated Section Preview	{"additionalLinks": null, "summary": "Updated Section Preview is a provisional document providing an integrated display of the code section with changes made by a specific act."}
Using  URL API	{"additionalLinks": "Values for the Area Parameter,Values for the Jurisdiction Parameter,Values for the Practice Area Parameter", "summary": "This page provides a list of help topics that describe how to use the  URL API. Click the headings below to view more detail."}
Using Quotation Marks to Find Exact Matches	{"additionalLinks": null, "summary": "You can enclose any text in quotation marks to find documents containing that exact text. Quotation marks can also be used to ensure you find documents containing the singular and the plural of a search term.  Here are some examples."}
Finding Variations of a Word	{"additionalLinks": null, "summary": "You can use the asterisk (*) wildcard character to search for variations of a word, making your search shorter and simpler.Use the asterisk at the end of a root word to find the root word plus all the words made by adding letters to the end of it. For example, acqui* would find variations on the termacquire such asacquires,acquired,acquiring andacquisition."}
w/n Connector	{"additionalLinks": null, "summary": "Use the w/n connector to find documents in which the first word appears within \"n\" words of the second one.When choosing the value of n, these guidelines may prove useful:Multiplew/n connectors are processed from the smallest to the largest."}
w/p or/p Connector	{"additionalLinks": null, "summary": "Use the w/p or/p (within paragraph) connector to find documents with search words that appear within approximately 75 words of each other."}
w/seg Connector	{"additionalLinks": null, "summary": "Use the w/seg connector to find documents in which your search terms appear in the same segment (headline, body, etc.), or within approximately 100 words of each other."}
w/s or/s Connector	{"additionalLinks": null, "summary": "Use the w/s or/s (within sentence) connector to find documents with search words that appear within approximately 25 words of each other."}
How do I email a copy of the graphs used in my  search results?	{"additionalLinks": null, "summary": "You can email a copy of the graphs you are viewing in your search results in PDF format. This can be useful if you want to share them with others in your firm or office.For detailed information about completing the email form, see the email documents page ."}
How do I view only known data in my  search results?	{"additionalLinks": null, "summary": "As you are viewing your search results, you may see that some of the graphs contain information that is \"unknown.\" (See  for an explanation.) You can filter your search results to view only those documents that contain known information.To return to your original results after narrowing them one or more times, select the Clear link at the top of theNarrow By pane."}
How do I print a copy of the graphs used in my  search results?	{"additionalLinks": null, "summary": "You can print a copy of the graphs you are viewing in your search results to an attached printer. This can be useful if you want to review the information later or share it with others in your firm or office.For detailed information about completing the print form, see the print documents page ."}
Date Formats	{"additionalLinks": null, "summary": "To restrict your search to a specific date or date range from the Date filter, select a date or date range from the drop-down list, then enter the date (or the starting and ending dates), using this format:"}
How do I email, print, download, or send to Dropbox a copy of a  case?	{"additionalLinks": null, "summary": "You can print, download, or email a copy of a case you are viewing in the cite list, or save it to one of your folders. This can be useful if you want to review the information later or share it with others in your firm or office."}
How do I download a copy of the graphs used in my  search results?	{"additionalLinks": null, "summary": "You can download a copy of the graphs you are viewing in your search results in PDF format. This can be useful if you want to review the information later or share it with others in your firm or office.For detailed information about completing the download form, see the download documents page ."}
How do I sort the list of cases in the  results list?	{"additionalLinks": null, "summary": "By default, cases listed in the results list are sorted by relevance, with the most relevant cases appearing first in the list."}
How do I view details in individual  graphs?	{"additionalLinks": null, "summary": "While viewing the results page, you can select a specific graph on the page and view details about the cases associated with your search.To return to your original results after narrowing them one or more times, select the Clear link  at the top of theNarrow By pane. To close the graph and view the thumbnail again, select the at the top right of the graph."}
How do I access public records data?	{"additionalLinks": null, "summary": "Access to public records data is available from the Research menu for users who have a public records ID and password. To access public records data:"}
1 How do I add a note to an item in one of my folders?	{"additionalLinks": null, "summary": "You can add notes to any item, such as a document or a section of text, that you have stored in a folder. To add a note, follow the steps below."}
How do I search using the  advanced search form?	{"additionalLinks": null, "summary": "With the  advanced search form, you can use the search box and select filters as usual, or you can create a search by completing some or all of the sections of the form. You can also narrow your search to a specific content type, or to specific segments (or both)."}
How do I create an alert?	{"additionalLinks": null, "summary": "You can create an alert, which is a search that runs automatically and notifies you of any results. You can specify how often the alert is run.The Alert dialog box appears.You can review all of your alerts by choosing the View all alerts in theAlerts pod on theAlerts from theMore drop-down list, located at the top of any page.  home page. You can also choose"}
How do I delete an alert?	{"additionalLinks": null, "summary": "You can delete an alert you no longer want to run or is no longer available. When you delete an alert, you will no longer receive notifications about it and it will be removed from your list of alerts."}
How do I search in a document found by an alert I created?	{"additionalLinks": null, "summary": "When you view a document that appears in your alerts results list, you can search the text of the document for any search terms. You can also navigate using the document's reporter pagination."}
How do I edit an alert?	{"additionalLinks": null, "summary": "You can edit an existing alert and change your selections for the following options:"}
How do I pause an alert?	{"additionalLinks": null, "summary": "You can temporarily stop an alert and start it again later.  If you pause an alert, you won't receive notifications about it during the period it is paused.  Details for paused alerts are shown in grayed-out text in your list of alerts."}
How do I restart an alert?	{"additionalLinks": null, "summary": "You can restart an alert you have paused to begin receiving notifications about it again. You can also start a new alert you've created using an existing alert.The Start Alert dialog box appears."}
How do I find a specific alert?	{"additionalLinks": null, "summary": "You can search your saved alerts to find a particular alert, search terms, or other words or phrases."}
How do I update a  ?	{"additionalLinks": null, "summary": "You can update, or run, a  to check for changes in between dates it is scheduled to run automatically.  To update an alert:"}
How do I view the results of an alert?	{"additionalLinks": null, "summary": "After you've created an alert, you can view the results of any searches that alert performs for you."}
How do I search archived codes?	{"additionalLinks": null, "summary": "You can search a collection of archived codes, including statutory codes, constitutions, administrative codes, municipal codes, and court rules."}
How do I assign a client ID to my research?	{"additionalLinks": null, "summary": "You can assign a client ID to associate with a search. The Client ID you assign \"stays\" with the search in your search history and folders, identifying the client for whom you were doing the research.  The active client ID is always displayed at the top of every page. If you don't assign a client ID, the client ID associated with your current research is \"None\"."}
How do I assign a client ID to a document saved in a folder?	{"additionalLinks": null, "summary": "You can assign a client ID to associate with a document you have saved in a folder."}
How do I browse through all available topics?	{"additionalLinks": null, "summary": ""}
How do I use filters in Counsel Benchmarking?	{"additionalLinks": null, "summary": "Filter Definitions"}
How do I find documents that are common to the results sets of 2 or more searches?	{"additionalLinks": null, "summary": "Use the Compare Search Results feature of the Research Map to find all the documents of the same content type that are common to the results sets of up to 3 searches."}
How do I copy a citation to the clipboard?	{"additionalLinks": null, "summary": "You can copy a document citation (including the pinpoint cite, if any) and/or a section of text to the clipboard, to paste into a word processor or other document.  If you wish, you can save the document citation as a link to the document.The last citation format you used is listed next to Current format ."}
How do I copy text to the clipboard?	{"additionalLinks": null, "summary": "You can copy a section of text to the clipboard, to paste into a word processor or other document.  If the text is part of a legal document, you can save the document citation (including the pinpoint cite, if any) as a link to the document.  From the full document view:"}
How do I make annotations in a document?	{"additionalLinks": null, "summary": "You can annotate documents you are viewing.You can access your folders from the Folders link inMore drop-down list at the top of any page, or from theFolders pod of the  home page."}
How do I create a new folder?	{"additionalLinks": null, "summary": "You can create a new client or project folder from the  home page, from your results, or from your folders."}
How do I create a  custom page?	{"additionalLinks": null, "summary": "You can create a custom page with the sources and tools you use most often. You can create as many custom pages as you wish - one for each focus of your practice. Once you create them, your custom pages will be available from the Custom Pages pod on theCustom Pages pod on the  landing page.  You can also set one to be the first page you see when you sign in landing page. When the page opens, select  .You can add new pods to a custom page at any time (not just while you're creating the page).  Just select the page you want to add to from the  at the top of the page and add content or tools."}
How do I edit a custom page I have created?	{"additionalLinks": null, "summary": "You can edit a custom page you have created at any time."}
How do I make a custom page my start page?	{"additionalLinks": null, "summary": "You can make one of your custom pages the page you see when you sign into  .  To do this:"}
How do I share a  custom page I have created?	{"additionalLinks": null, "summary": "You can share a custom page with other  users. To do this:"}
How do I remove a source or topic from the Favorites pod?	{"additionalLinks": null, "summary": "To remove a filter from the Recent & Favorite pod, follow these steps."}
How do I remove a filter I have saved as a favorite?	{"additionalLinks": null, "summary": "To remove a filter you have saved as a favorite, follow the steps below."}
How do I delete a note in one of my folders?	{"additionalLinks": null, "summary": "You can delete notes you have added to any item, such as a document or a section of text, that you have stored in a folder. To delete a note, follow the steps below."}
How do I download, print, email, and send to Dropbox the document attachments associated with my results?	{"additionalLinks": null, "summary": "When downloading, printing, emailing, or sending to Dropbox documents that have attachments, you can choose to deliver only those attachments, or just include them with their associated documents."}
How do I display the  ?	{"additionalLinks": null, "summary": ""}
How do I download a full report?	{"additionalLinks": null, "summary": "Take the following steps to download a full report that contains all results list, graphs, and charts.To download a full report using the default options, click Download on the results page. The download process often takes a few minutes."}
How do I download my results or documents?	{"additionalLinks": null, "summary": "You can download documents selected from your results list, or download a document you have open."}
How do I send my results or documents to Dropbox?	{"additionalLinks": null, "summary": " allows you to send either documents you have open, or selected documents from a results list, to Dropbox, which is a third-party cloud storage application. (If you do not have a Dropbox account, visit www.dropbox.com to create a free account, ortake a Dropbox tour .)"}
How do I edit or delete annotations I've made in a document?	{"additionalLinks": null, "summary": "You can edit or delete annotations you have made in a document."}
1 How do I edit a note in one of my folders?	{"additionalLinks": null, "summary": "You can edit notes you have added to any item, such as a document or a section of text, that you have stored in a  folder, or you can add new notes. To edit a note, follow the steps below."}
How do I email my results or documents?	{"additionalLinks": null, "summary": "You can email documents selected from your results list, or a document you have open, to yourself or others."}
How do I find an item from my previous research?	{"additionalLinks": null, "summary": "You can find a document, a section of text, a search, a note, an item you printed, or other items from your previous research activities.  To find an item from up to the last 90 days, search in History .  To find an item you have saved to one of your folders, search inFolders ."}
How do I find documents that are similar to documents I select from my results?	{"additionalLinks": null, "summary": "Use the Find Similar Documents feature of the Research Map to find documents in a set of results that are similar to up to 3 documents listed on the map. Similarity is determined based on characteristics of the documents, such as legal topic.  Typically, these are documents you viewed or delivered."}
How do I view a document in reading view?	{"additionalLinks": null, "summary": "While viewing a full document, you can change your view to reading view, which removes most of the extra tools you use to work with the document."}
How do I retrieve a document when I know the citation, docket number, or party names?	{"additionalLinks": null, "summary": "To retrieve a document when you know the citation, docket number, or party names, follow these steps."}
How do I hide or delete highlighting in a document?	{"additionalLinks": null, "summary": "You can hide, show, or delete highlighting you have made to text in a document stored in one of your folders.  If you \"hide\" the highlighting, the text is no longer highlighted, but the location of the highlighted text in the document is indicated with a gray highlighter  icon."}
How do I highlight text in a document?	{"additionalLinks": null, "summary": "You can highlight text in a document stored in one of your folders and save the document to retrieve and review later.The text is highlighted in the document and its location indicated by a highlighter  icon in the margin."}
How do I select my professors in  ?	{"additionalLinks": null, "summary": " Settings allow you to select the professors who will receive your exercise results, and with whom you will work.  Follow these steps."}
How do I change  's exercise settings?	{"additionalLinks": null, "summary": " Settings allow you to set the number of times students are allowed to try to solve each exercise problem before marks the problem wrong and moves on. Follow these steps to assign that number."}
How do I grade  exercises for a selected student?	{"additionalLinks": null, "summary": "Follow these steps to assign grades to a student for selected exercises and manuals."}
How do I grade  exercises by manual?	{"additionalLinks": null, "summary": "Follow these steps to assign or edit grades for an exercise."}
How do I print a  completion certificate?	{"additionalLinks": null, "summary": "Follow these steps to print a certificate for an exercise you have completed in  ."}
How do I request an exercise reset in  ?	{"additionalLinks": null, "summary": "Follow these steps to request that your professor reset an exercise you are currently working on, or one that you have completed.The Status page for a set of exercises (i.e., Bluebook or ALWD)"}
How do I reset an  exercise for a student?	{"additionalLinks": null, "summary": "Follow these steps to reset an exercise so a student can start over."}
How do I complete an exercise in  ?	{"additionalLinks": null, "summary": " allows you to complete Bluebook and ALWD exercises online."}
How do I save a permanent link to a page I'm viewing?	{"additionalLinks": null, "summary": "You can create a permanent hyperlink to many of the pages you view in  . This link will remain valid for up to two years. You can store this link for your own use, or you can share it with others. (Subscription rates and rules apply.)"}
What are the black triangles in the full graphical view of a document from my results?	{"additionalLinks": null, "summary": "When you look at your results list in the graphical view, you'll see excerpts of the document text surrounding some of your search terms.  These show the location of the excerpts shown in the results list view and point to where they are in the full document. For example:"}
How do I add alternate clauses to a form?	{"additionalLinks": null, "summary": "Editable forms in  may have one or more nonstandard Alternate clauses you can choose to add in place of an existing standard clause.  To replace a standard clause with an Alternate clause:"}
How do I add my own clauses to a form?	{"additionalLinks": null, "summary": "Editable forms in  allow you to replace existing standard clauses with your own custom clauses.  To replace a standard clause with a custom clause:"}
2 How do I add a note to an item in one of my folders in ?	{"additionalLinks": null, "summary": "You can add notes to any item, such as a document or a section of text, that you have stored in a Folder in  . To add a note, follow the steps below."}
How do I add an optional clause to a form?	{"additionalLinks": null, "summary": "Editable forms in  may have one or more nonstandard Optional clauses you can choose to add to the end of a section in a form.  To add an Optional clause:Select the Add to Form button.See the topic How do I save my research ."}
How do I submit a question to the  authors?	{"additionalLinks": null, "summary": "Follow the steps below to send your question to the authors of our  content."}
How do I create an alert in  ?	{"additionalLinks": null, "summary": "Alerts are notifications you can choose to receive automatically whenever selected content changes.  When you create an alert,  will monitor the selected content and notify you when new material is available.  Follow the steps below to create your own custom alert."}
How do I add notes to a form?	{"additionalLinks": null, "summary": " allows you to add notes to forms you have saved to a Folder within the application. To create a note, follow the steps below."}
How do I edit a form?	{"additionalLinks": null, "summary": "To edit a form in  , follow the steps below."}
2 How do I edit a note in one of my folders in ?	{"additionalLinks": null, "summary": "You can edit notes that you have added to any item, such as a document or a section of text, that you have stored in a Folder within  . To edit a note, follow the steps below."}
How do I open a form?	{"additionalLinks": null, "summary": "You can open forms in  from a number of places in the application.  Select from the following list to see how to open forms from that source."}
How do I open a locked form?	{"additionalLinks": null, "summary": "When a user edits a form, that form becomes locked so that no other user will be able to open it. If you need to work with a locked form, you must save a copy.  To open a locked form:"}
How do I save a copy of the case?	{"additionalLinks": null, "summary": "You can save a copy of a case you are viewing in the Cite List. This can be useful if you want to review the information later or share it with others in your firm or office. The saved document will be in PDF format."}
How do I sort the list of cases in the Cite List?	{"additionalLinks": null, "summary": "By default, cases listed in the cite list are sorted by date, with the newest cases appearing first in the list."}
How do I submit feedback about  to ?	{"additionalLinks": null, "summary": "Follow the steps below to use the Feedback feature to submit your thoughts and suggestions on  ."}
How do I restrict data about individual expert, attorney, and judge profiles?	{"additionalLinks": null, "summary": "While using  and viewing the different types of data available for individual expert witnesses, judges, and attorneys, you can filter the data to show only those documents you are most interested in viewing. For example, while viewing Verdicts & Settlements, you may want to view only cases that were tried in a specific court or jurisdiction. Using filtering tools, you can focus your review on the details that are important to you. You can add, remove, and change as many filters as you need."}
How do I narrow or filter my  search results?	{"additionalLinks": null, "summary": "As you are viewing your  search results, you can limit the information you are viewing to meet a specific subset of preferences. For example, if you want to view attorneys that practice in Idaho, Wyoming, and Montana, you could filter your list to show only those lawyers who meet these criteria."}
How do I navigate between the different  tabs?	{"additionalLinks": null, "summary": "As you work with  , you may find you have several tabs open simultaneously:"}
How do I pre-filter my  search results by area of expertise?	{"additionalLinks": null, "summary": "While using  , you can fine-tune your search for an expert witness by specifying an area of expertise. For example, say you are searching for an expert that has a common first and/or last name. By specifying an area of expertise, you can limit your search results to show only those experts you are most interested in viewing."}
How do I pre-filter my  search by state or location?	{"additionalLinks": null, "summary": ""}
How do I pre-filter my  search results?	{"additionalLinks": null, "summary": "When searching for expert witness, judge, or attorney profiles using  , you can fine-tune your search by specifying a pre-search filter. For example, if you are searching for an attorney with a fairly common name, you could specify the jurisdiction in which the attorney practices. This can help limit your search results to those that more closely match the specific attorney you are searching for."}
How do I update various charts and graph s based on documents I've selected in the Cite List?	{"additionalLinks": null, "summary": "Individual cases represented in the various types of charts and graphs appear in the associated  cite list. You can filter what appears in these charts and graphs by selecting only those cases in the cite list that you want included in the graphs."}
How do I complete a new  search while viewing my results or a document?	{"additionalLinks": null, "summary": ""}
How do I save a report as a PDF document?	{"additionalLinks": null, "summary": "While using  , you can save a copy of the expert witness' report, which will include information from the different sections of the report, such as Case Involvement, Publications, and so forth. The report will be saved as a PDF document. Saving the report allows you to review the information later as well as share it with others in the firm."}
How do I search for an expert witness with a specific area of expertise?	{"additionalLinks": null, "summary": "Using  , you can search for experts with specific knowledge or skill. This might be useful if you need to find an expert but you don't know of anyone to search for specifically. Types of areas you can search for include agriculture, banking and finance, information technology, law enforcement, and medical, just to name a few. You can select as many areas of expertise as necessary."}
How do I search for an attorney using  ?	{"additionalLinks": null, "summary": "Using  , you can search for professional information about attorneys that may be involved in the same cases as you. Types of information you might discover include a list of cases on which the attorney worked or perhaps a list of publications in which he or she is mentioned."}
How do I search for an attorney within a specific location?	{"additionalLinks": null, "summary": "Using  , you can search for attorneys in a specific state. This might be useful if you need to find an attorney but you don't know of anyone to search for specifically. You can select as many states to search in as necessary."}
How do I search for a specific expert witness using  ?	{"additionalLinks": null, "summary": "Using  , you can search for professional information about expert witnesses. Types of information you might discover include areas of expertise, professional profiles, rulings, curricula vitae, tendencies, and successful cases."}
How do I search for a specific judge using  ?	{"additionalLinks": null, "summary": "Using  , you can search for professional information about judges. Types of information you might discover include a list of cases with which the judge was involved as well as news stories about the judge."}
How do I search for a judge within a specific jurisdiction?	{"additionalLinks": null, "summary": "Using  , you can view a list of judges for a specific jurisdiction. This might be useful if you need to find a judge but you don't have a specific name for which to search. You can select as many states to search in as necessary."}
How do I perform a Web search for information on an expert witness, judge, or attorney?	{"additionalLinks": null, "summary": "Using  , you can search for legal resources on the Web. A Web search expands the number of information sources included in your search, since a Web search combines content from thousands of Web sites and millions of Web pages. Types of information you can search include:"}
How do I change my  settings?	{"additionalLinks": null, "summary": "When using  , you may find that you search for a specific type of profile more frequently than others. You can change so it automatically defaults to this profile type when you access ."}
How do I sort the profiles in the  search results list?	{"additionalLinks": null, "summary": "As you are  viewing the results of your  search, you can sort the data you are viewing. For example, if you are viewing a list of expert witnesses, you can sort  your search results by name, state, city, or area of expertise. (Which specific options appear depends on which type of profile you're searching.)"}
How do I view a snapshot of an attorney's profile using  ?	{"additionalLinks": null, "summary": "In  , the Snapshot page of an attorney's profile shows a summary of the attorney's case history (including dockets and outcomes), case opinions, publications, and news articles in which the attorney has been involved or has been mentioned. Using the Snapshot report, you can quickly review the content available for the attorney, and then use the links on the page or the left side of the page to focus on the particular details. In short, the Snapshot page provides a quick glance at what's available, but provides options for examining the full set of results."}
How do I view the ways an attorney has been involved in various cases using  ?	{"additionalLinks": null, "summary": "While viewing a particular attorney using  , you can view the different ways he or she has been involved with various cases. For example, you can view the attorney's case docket, categorized by party, jurisdiction, and so forth. You can also view verdicts and settlements, case opinions, and agency decisions (both federal and state), just to name a few."}
How do I view individual documents for a  profile?	{"additionalLinks": null, "summary": "One of the core features of  is the ability to view case documents in which the expert witness, judge, or attorney has been involved. These documents typically contain information about the case or docket, which might include plaintiff and defendant names, expert witness names, case topics, descriptions, and summaries. They can provide a quick snapshot of the parties involved in a case."}
How do I view the expert witness' curriculum vitae?	{"additionalLinks": null, "summary": "Using  , you can view an expert witness' curriculum vitae, which contains a description of his or her educational background, work experience, associations, awards, and so forth. This can augment the background information available for the expert witness."}
How do I view the ways an expert witness has been involved in cases?	{"additionalLinks": null, "summary": "While viewing a particular expert witness using  , you can view the different ways he or she has been involved in various cases. For example, you can view charts that show which parties retained the expert witness and how the cases were resolved, cite lists that describe the outcome of each case, opinions issued by judges associated with the case, and so forth."}
How do I view a snapshot of an expert witness' profile using  ?	{"additionalLinks": null, "summary": "The Snapshot page of  shows a summary of the different cases, publications, and news articles in which an expert witness has been involved or has been mentioned. Using the overview, you can quickly review the top content available for the expert witness, and then use the links on the page or the links in the left-side pane to focus on the full details. In short, the Snapshot provides a quick glance at what's available, but provides options for examining the full set of results."}
How do I view a history of past searches?	{"additionalLinks": null, "summary": " keeps a record of your searches for 24 hours from the time you performed your initial search. You can view these past searches during this time period without incurring additional charges."}
How do I view  reports of individual attorneys?	{"additionalLinks": null, "summary": "Once you find an attorney using  , you can select his or her name in the search results list and view the information that is available for that lawyer . Information might include cases that have been on the attorney's docket, any publications in which the attorney has been published, or news articles in which the attorney has been mentioned."}
How do I view  reports of individual experts?	{"additionalLinks": null, "summary": "Once you find an expert using  , you can select his or her name in the search results list and view the information that is available for that expert . Information might include ways in which the expert was involved in a case, any publications in which the expert has been published, or news articles in which the expert has been mentioned."}
How do I view  reports of individual judges?	{"additionalLinks": null, "summary": "Once you find  a judge using  , you can select his or her name in the search results list and view the information that is available for that judge. Information might include ways in which the judge was involved in a case, any publications in which the judge has been published, or news articles in which the judge has been mentioned."}
How do I view a snapshot of the judge's profile using  ?	{"additionalLinks": null, "summary": "In  , the Snapshot page of a judge's profile shows a summary of how the judge has ruled, the types of cases he or she has presided over, case opinions, publications, and news articles in which the judge has been involved or has been mentioned. Using the Snapshot report, you can quickly review the content available for the judge, and then use the links on the page to focus on the particular details. In short, the Snapshot page provides a quick glance at what's available, but provides options for examining the full set of results."}
How do I view the ways a judge has been involved in the courts using  ?	{"additionalLinks": null, "summary": "While viewing a particular judge using  , you can view the different ways he or she has been involved within the court system. For example, you can view the judge's docket, categorized by cases per year, cases by area of law, and so forth. You can also view case opinions, agency decisions (both federal and state), and jury instructions, just to name a few."}
How do I view news articles in which an expert witness, judge, or attorney has been mentioned?	{"additionalLinks": null, "summary": "Often, expert witnesses, judges, and attorneys are mentioned in different types of news articles. You can view a list of these articles using  ."}
How do I view a list of documents in which an expert witness, judge, or attorney has been published?	{"additionalLinks": null, "summary": "Using  , you can view the different professional journals in which an expert witness, judge, or attorney has been published. You can also view any patents which he or she may have filed as well as view a listing of professional directories in which the person has been listed."}
How do I interpret  graph data?	{"additionalLinks": null, "summary": "To view information in the various graphs:"}
How do I view the Lexis Search Advantage scorecard?	{"additionalLinks": null, "summary": "While viewing your  search results, you can see a high-level report of citations used within the associated documents. Using links provided in this citation scorecard, you can view the actual citing document."}
How do I complete a search for similar organization documents based on client name, matter, document type, or document author?	{"additionalLinks": null, "summary": "While viewing the list of documents your search retrieved from your organization's document repository, you can use the information you know about a document to search for related documents. For example, if you are viewing a pleading, you can search your organization's repository for other pleadings. Or, you can search for other documents written by the author of the document you are currently viewing."}
How do I filter my list of organizational documents?	{"additionalLinks": null, "summary": "The Narrow By box on the left side of the  search results page offers simple and powerful options for refining your search. You do not need to know ahead of time what document attributes (such as author name) to search for; instead, you can choose attribute values from a list of those found in the documents returned by your search."}
How do I limit my search results to show only those documents for my organization?	{"additionalLinks": null, "summary": "Once you have completed your search, any of your organization's documents that contain your search term are included in your results list, along with all results from other sources available at  . If you choose, you can view just a list of your organization's documents.A list of just those documents available from your organization's document repository appears."}
How do I view metadata about an organization's document and use it to navigate through the document ?	{"additionalLinks": null, "summary": "Once you are viewing one of your organization's documents within  , an About This Document pane appears to the left of the document. This pane contains information about the document, such as a list of citations, entities, and relevant taxonomy topics. You can use this information to quickly view important metadata included in the document. You can also select links associated with this information to navigate through the document."}
How do I view my documents using Lexis Search Advantage?	{"additionalLinks": null, "summary": "Once you have searched for and found a document from your organization's repository, you can view the document in  . This allows you to view the document text while still having access to features, such as About This Document and delivery options. (See  for instructions on directly opening the document in its native program, such as Adobe or Microsoft Word.)"}
How do I view my organization's documents in their native format?	{"additionalLinks": null, "summary": "Once you've completed your search and have found the documents containing the search keywords you need (displayed in your Lexis Advance search results), you can view each document in its native format. For example, if you want to view a Word document, the document will be opened in Microsoft Word. Supported document types include Microsoft Word, Corel WordPerfect, PDF, Excel, and plain text files."}
How do I Add a Party to My  Research?	{"additionalLinks": null, "summary": "The  Research Parties tool allows you to enter and save information for each individual you want to research as you build your case. You can then review public record information for these persons."}
How do I Edit a Party in My  Research List?	{"additionalLinks": null, "summary": "The  Research Parties tool allows you to make changes to the information saved for each individual you want to research as you build your case. You can then review public record information for these persons."}
How do I Remove a Party from My  Research List?	{"additionalLinks": null, "summary": "The  Research Parties tool allows you to remove any persons you no longer need to research."}
How do I select a topic to use with  ?	{"additionalLinks": null, "summary": "In order to answer the questions posed by the  , you must first choose a topic. You can search for a topic on the home page using the Find a Commonly Litigated Medical Topic box, or you can select a topic from theMost Commonly Litigated Medical Topics list."}
How do I use the  dashboard?	{"additionalLinks": null, "summary": "Use the  dashboard to access all the tools available to help you evaluate and pursue your case.Answer the questions displayed in the panel on the left side of the page. As you provide answers, fills in the graph on the right.Answer the questions displayed in the panel on the left side of the page. As you provide answers, identifies whether or not your answers represent a potential deviation from the standard of care on the right. Select displays a search built from your answers. Checkboxes allow you to add more options to the search. Select the takes you to a new page containing your search results.Enter the witness' name in the box, then select displays your results on the right side of the page.From the list of results based on the current topic, select the title of an item for which you want more information. You can filter the result set using the Show Details to see more information for a given answer.Answer the questions displayed in the panel on the left side of the page. Once you have answered all the questions,View Results Now button to run the search.Narrow By controls on the left side of the page.  ."}
How do I modify my settings?	{"additionalLinks": null, "summary": ""}
How do I narrow or filter my results after a search?	{"additionalLinks": null, "summary": "If your search has resulted in a large answer set, you can narrow your results to the documents most relevant to your search by using any of the filters in the Narrow By pane on the left side of your results."}
How do I narrow or filter my Shepard's report?	{"additionalLinks": null, "summary": "When you  a document, your results are displayed using the following categories (where applicable):"}
How do I find my practice center?	{"additionalLinks": null, "summary": "Your firm may use a practice center, such as New York, Banking and Finance, Military Justice, or one of several others. To find your practice center:"}
How do I search using a  practice center?	{"additionalLinks": null, "summary": "There are several ways to search using a  practice center or jurisdiction page. To begin your research, select home page and selected that filter.  Or, if you search using the New York jurisdiction page, your search will be narrowed to the New York jurisdiction.If you select the \"Add to search\" ( news sources for this practice center. Client at the top of the page to associate your research with a specific client or matter.  Then search using one of the methods below.With any method, by starting from a practice center, you've narrowed your search to the area of the practice center.  For example, if you're searching from theHealth Care Law practice center, your search will be narrowed to the sources for Health Care Law, just as if you had searched from theAdd as a search filter to search in this source, the source will replace the filter that's already in effect as a result of searching from a practice center.For additional News & Analysis sources, click the down arrow (View all ... News to browse all available  ) icon next to another source, favorite, or topic, your selection will replace the filter that's already in effect as a result of searching from a practice center.If you select ) to the right of the tabs.Select"}
How do I make a practice center my start page?	{"additionalLinks": null, "summary": "Your firm may use a practice center, such as New York ,Banking and Finance ,Military Justice , or one of several others. To make a practice center your start page when you sign into  :"}
How do I use a  practice center?	{"additionalLinks": null, "summary": "A  practice center provides customized, curated content with fast access to the top sources, news, and key legal topics for your practice area or a jurisdiction. You can perform much of your research from your practice center, while still having access to all content and products from the viewpoint of your practice area or jurisdiction.Select sources for this practice center.If a source has a table of contents, select news sources for this practice center. View all sources to browse all availableTable of Contents to display it.Select a favorite source to search in it.Selecting a favorite will replace the filter that's already in effect as a result of searching from a practice center.If you selectAdd as a search filter to search in this source, the source will replace the filter that's already in effect as a result of searching from a practice center.For additional News & Analysis sources, click the down arrow (View all ... News to browse all available  ) to the right of the tabs.Select"}
How do I get back to my previous results after narrowing them one or more times?	{"additionalLinks": null, "summary": ""}
How do I print my results or documents?	{"additionalLinks": null, "summary": " allows you to print PDF versions of any document you have open, or selected documents from a results list."}
How do I rerun a search?	{"additionalLinks": null, "summary": "If you want to rerun a search you performed previously, use the Research Map feature."}
How do I restrict my results to a specific date range?	{"additionalLinks": null, "summary": "You can restrict your results to a particular date range from your results.Your results are updated to show only those documents that fall within the date range you selected."}
